Exp ID / Name,Status,Purpose,Input,Target,Model / Change,Losses,Key Params,Dataset / Split,Metrics,Main Finding,Failure Mode,Keep?,Source
exp404 / n4_0425 λ=0.5 (strong sparsity),PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); λ=0.5 (strong sparsity),Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0.50, lr=1e-4, bs=64, FOA_L1=0.0013",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2219, AbsRel=0.4402, δ1=0.4897, δ2=0.7081, δ3=0.8298, Log10=0.1565, MAE=0.7895, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp405 / n4_0425 λ=0.05 lr=5e-4,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); λ=0.05 lr=5e-4,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0.05, lr=5e-4, bs=64, FOA_L1=0.0038",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2032, AbsRel=0.4516, δ1=0.5040, δ2=0.7149, δ3=0.8322, Log10=0.1558, MAE=0.7852, FOA_COS=0.9996, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp406 / n4_0425 λ=0.05 lr=3e-4,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); λ=0.05 lr=3e-4,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0.05, lr=3e-4, bs=64, FOA_L1=0.0024",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2195, AbsRel=0.4405, δ1=0.4956, δ2=0.7104, δ3=0.8298, Log10=0.1572, MAE=0.7920, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp407 / n4_0425 λ=0.05 lr=1e-3,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); λ=0.05 lr=1e-3,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0.05, lr=1e-3, bs=64, FOA_L1=0.0082",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2666, AbsRel=0.5211, δ1=0.4514, δ2=0.6736, δ3=0.8053, Log10=0.1701, MAE=0.8431, FOA_COS=0.9970, FOA_DIR=0.9930",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp408 / n4_0425 λ=0.05 lr=5e-5,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); λ=0.05 lr=5e-5,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0.05, lr=5e-5, bs=64, FOA_L1=0.0012",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2346, AbsRel=0.4658, δ1=0.4878, δ2=0.7068, δ3=0.8284, Log10=0.1582, MAE=0.7951, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp409 / n4_0425 λ=0.05 lr=1e-5,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); λ=0.05 lr=1e-5,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0.05, lr=1e-5, bs=64, FOA_L1=0.0010",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2517, AbsRel=0.4272, δ1=0.4814, δ2=0.7019, δ3=0.8242, Log10=0.1605, MAE=0.8049, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp410 / n4_0425 drop bin 0 (bs128),PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); drop bin 0 (bs128),Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=128, FOA_L1=0.0085",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2527, AbsRel=0.4605, δ1=0.5039, δ2=0.7164, δ3=0.8332, Log10=0.1574, MAE=0.7919, FOA_COS=0.4736, FOA_DIR=0.4444",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp410 / n4_0425 drop bin 0 (bs64),PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); drop bin 0 (bs64),Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=64, FOA_L1=0.0085",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2390, AbsRel=0.4607, δ1=0.4987, δ2=0.7117, δ3=0.8302, Log10=0.1577, MAE=0.7929, FOA_COS=0.4736, FOA_DIR=0.4444",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp411 / n4_0425 drop bin 1 (best δ1),PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); drop bin 1 (best δ1),Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=64, FOA_L1=0.0000",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2179, AbsRel=0.4490, δ1=0.5075, δ2=0.7187, δ3=0.8345, Log10=0.1542, MAE=0.7773, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp412 / n4_0425 drop bin 2,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); drop bin 2,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=64, FOA_L1=0.0000",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2419, AbsRel=0.4580, δ1=0.4983, δ2=0.7106, δ3=0.8311, Log10=0.1574, MAE=0.7916, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp413 / n4_0425 drop bin 3,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); drop bin 3,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=64, FOA_L1=0.0000",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2430, AbsRel=0.4634, δ1=0.4984, δ2=0.7108, δ3=0.8290, Log10=0.1577, MAE=0.7929, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp414 / n4_0425 drop bin 4,PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); drop bin 4,Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=64, FOA_L1=0.0000",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2250, AbsRel=0.4438, δ1=0.4989, δ2=0.7128, δ3=0.8312, Log10=0.1554, MAE=0.7843, FOA_COS=0.9997, FOA_DIR=0.9937",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
exp418 / n4_0425 binaural-only floor (gate=0),PASSED,N4 oracle bin-gated FOA conditioning,binaural spectrogram + oracle per-bin FOA rep_gt,ERP radial depth + optional rep/gate diagnostics,UNet bottleneck ⊕ MLP(g⊙rep_gt); binaural-only floor (gate=0),Depth + λ_sparsity*gate.mean; λ_sh mostly 0 in config,"λ_sp=0, lr=1e-4, bs=64, FOA_L1=0.0085",n4_test; ambisonic cache family 7027059baf06; 3192 samples / 9 scenes,"RMSE=1.2902, AbsRel=0.4688, δ1=0.4896, δ2=0.7035, δ3=0.8254, Log10=0.1604, MAE=0.8059, FOA_COS=0.4736, FOA_DIR=0.4444",Oracle FOA helps at most marginally by RMSE vs same-cache baselines; drop-bin analysis shows gauge/equilibrium issues; exp411 best δ1.,exp416 missing/no metrics; exp415/417/419 absent from report_g,KEEP,supplemental_reports
