path,type,reason,replacement_or_canonical_file,safe_to_delete,notes
logs/summary_train/exp161_pvitfoav1_lr5e5_w0.3.log,log,pre-radial era artifact for exp161,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0903, AbsRel=0.4673, δ1=0.5000"
logs/summary_test/exp161_pvitfoav1_lr5e5_w0.3_test.log,log,pre-radial era artifact for exp161,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0903, AbsRel=0.4673, δ1=0.5000"
logs/summary_train/exp42_foa_lr5e4_dw1.0_fw0.2_hw0.1.log,log,pre-radial era artifact for exp42,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0904, AbsRel=0.4572, δ1=0.5018"
logs/summary_test/exp42_foa_lr5e4_dw1.0_fw0.2_hw0.1_test.log,log,pre-radial era artifact for exp42,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0904, AbsRel=0.4572, δ1=0.5018"
logs/summary_train/exp91_channelattn_lr1e3_fw0.1_kl0.02.log,log,pre-radial era artifact for exp91,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0907, AbsRel=0.4470, δ1=0.4869"
logs/summary_test/exp91_channelattn_lr1e3_fw0.1_kl0.02_test.log,log,pre-radial era artifact for exp91,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0907, AbsRel=0.4470, δ1=0.4869"
logs/summary_train/exp14_echodiff_lr5e4_bs32.log,log,pre-radial era artifact for exp14,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0908, AbsRel=0.4664, δ1=0.4932"
logs/summary_test/exp14_echodiff_lr5e4_bs32_test.log,log,pre-radial era artifact for exp14,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0908, AbsRel=0.4664, δ1=0.4932"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp210_n3eattn_lenergy0.3_lr1e3_lsh0.1,checkpoint,pre-radial era artifact for exp210,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0913, AbsRel=0.4763, δ1=0.4930"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp210_n3eattn_lenergy0.3_lr1e3_lsh0.1,result,pre-radial era artifact for exp210,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0913, AbsRel=0.4763, δ1=0.4930"
logs/n3_train/exp210_n3eattn_lenergy0.3_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp210,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0913, AbsRel=0.4763, δ1=0.4930"
logs/n3_test/exp210_n3eattn_lenergy0.3_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp210,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0913, AbsRel=0.4763, δ1=0.4930"
logs/summary_train/exp80_crossattn_lr1e3_fw0.3_kl0.01.log,log,pre-radial era artifact for exp80,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0913, AbsRel=0.4731, δ1=0.5007"
logs/summary_test/exp80_crossattn_lr1e3_fw0.3_kl0.01_test.log,log,pre-radial era artifact for exp80,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0913, AbsRel=0.4731, δ1=0.5007"
logs/summary_train/exp53_foa_lr5e4_dw0.5_fw0.2_hw0.1.log,log,pre-radial era artifact for exp53,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0917, AbsRel=0.4669, δ1=0.4878"
logs/summary_test/exp53_foa_lr5e4_dw0.5_fw0.2_hw0.1_test.log,log,pre-radial era artifact for exp53,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0917, AbsRel=0.4669, δ1=0.4878"
logs/summary_train/exp29_msattn_lr1e3_fw0.2.log,log,pre-radial era artifact for exp29,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0922, AbsRel=0.4723, δ1=0.4936"
logs/summary_test/exp29_msattn_lr1e3_fw0.2_test.log,log,pre-radial era artifact for exp29,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0922, AbsRel=0.4723, δ1=0.4936"
logs/summary_train/exp103_foa_lr5e4_fw0.15_hw0.1.log,log,pre-radial era artifact for exp103,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0925, AbsRel=0.4662, δ1=0.4871"
logs/summary_test/exp103_foa_lr5e4_fw0.15_hw0.1_test.log,log,pre-radial era artifact for exp103,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0925, AbsRel=0.4662, δ1=0.4871"
checkpoints/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp05_baseline_lr5e4_bs16,checkpoint,pre-radial era artifact for exp05,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0927, AbsRel=0.4688, δ1=0.4863"
results/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp05_baseline_lr5e4_bs16,result,pre-radial era artifact for exp05,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0927, AbsRel=0.4688, δ1=0.4863"
logs/summary_train/exp05_baseline_lr5e4_bs16.log,log,pre-radial era artifact for exp05,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0927, AbsRel=0.4688, δ1=0.4863"
logs/summary_test/exp05_baseline_lr5e4_bs16_test.log,log,pre-radial era artifact for exp05,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0927, AbsRel=0.4688, δ1=0.4863"
logs/summary_train/exp25_featbank_lr5e4_fw0.2.log,log,pre-radial era artifact for exp25,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0928, AbsRel=0.4558, δ1=0.4913"
logs/summary_test/exp25_featbank_lr5e4_fw0.2_test.log,log,pre-radial era artifact for exp25,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0928, AbsRel=0.4558, δ1=0.4913"
logs/summary_train/exp73_batvision_lr1e4_bs32.log,log,pre-radial era artifact for exp73,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0928, AbsRel=0.4551, δ1=0.4998"
logs/summary_test/exp73_batvision_lr1e4_bs32_test.log,log,pre-radial era artifact for exp73,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0928, AbsRel=0.4551, δ1=0.4998"
results/pretrained_vit_foa_v3_soundspaces_BS16_Lr0.0001_AdamW_exp164_pvitfoav3_lr1e4_w0.1,result,pre-radial era artifact for exp164,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0929, AbsRel=0.4372, δ1=0.4972"
logs/summary_train/exp164_pvitfoav3_lr1e4_w0.1.log,log,pre-radial era artifact for exp164,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0929, AbsRel=0.4372, δ1=0.4972"
logs/summary_test/exp164_pvitfoav3_lr1e4_w0.1_test.log,log,pre-radial era artifact for exp164,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0929, AbsRel=0.4372, δ1=0.4972"
logs/summary_train/exp83_featbank_lr1e3_fw0.05_kl0.01.log,log,pre-radial era artifact for exp83,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0930, AbsRel=0.4701, δ1=0.4817"
logs/summary_test/exp83_featbank_lr1e3_fw0.05_kl0.01_test.log,log,pre-radial era artifact for exp83,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0930, AbsRel=0.4701, δ1=0.4817"
checkpoints/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp204_n2_xattn_lr1e3_lsh0.1,checkpoint,pre-radial era artifact for exp204,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0931, AbsRel=0.4510, δ1=0.5010"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp204_n2_xattn_lr1e3_lsh0.1,result,pre-radial era artifact for exp204,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0931, AbsRel=0.4510, δ1=0.5010"
logs/n2_train/exp204_n2_xattn_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp204,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0931, AbsRel=0.4510, δ1=0.5010"
logs/n2_test/exp204_n2_xattn_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp204,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0931, AbsRel=0.4510, δ1=0.5010"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp169_n3mssh_lr1e3_lsh0.1,result,pre-radial era artifact for exp169,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0937, AbsRel=0.4418, δ1=0.4972"
logs/summary_train/exp169_n3mssh_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp169,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0937, AbsRel=0.4418, δ1=0.4972"
logs/summary_test/exp169_n3mssh_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp169,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0937, AbsRel=0.4418, δ1=0.4972"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp199_n2_trms_film_lr1e3_lsh0.1,result,pre-radial era artifact for exp199,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0937, AbsRel=0.4356, δ1=0.4855"
logs/n2_train/exp199_n2_trms_film_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp199,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0937, AbsRel=0.4356, δ1=0.4855"
logs/n2_test/exp199_n2_trms_film_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp199,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0937, AbsRel=0.4356, δ1=0.4855"
logs/summary_train/exp32_channelattn_lr5e4_fw0.1.log,log,pre-radial era artifact for exp32,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0938, AbsRel=0.4510, δ1=0.4960"
logs/summary_test/exp32_channelattn_lr5e4_fw0.1_test.log,log,pre-radial era artifact for exp32,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0938, AbsRel=0.4510, δ1=0.4960"
logs/summary_train/exp17_crossattn_lr5e4_fw0.1.log,log,pre-radial era artifact for exp17,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0939, AbsRel=0.4599, δ1=0.4927"
logs/summary_test/exp17_crossattn_lr5e4_fw0.1_test.log,log,pre-radial era artifact for exp17,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0939, AbsRel=0.4599, δ1=0.4927"
logs/summary_train/exp24_featbank_lr1e3_fw0.2.log,log,pre-radial era artifact for exp24,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0939, AbsRel=0.4759, δ1=0.5010"
logs/summary_test/exp24_featbank_lr1e3_fw0.2_test.log,log,pre-radial era artifact for exp24,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0939, AbsRel=0.4759, δ1=0.5010"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp197_n2_stft_lr1e3_lsh0.1,result,pre-radial era artifact for exp197,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4578, δ1=0.4821"
logs/n2_train/exp197_n2_stft_lr1e3_lsh0.1.log,log,pre-radial era artifact for exp197,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4578, δ1=0.4821"
logs/n2_test/exp197_n2_stft_lr1e3_lsh0.1_test.log,log,pre-radial era artifact for exp197,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4578, δ1=0.4821"
checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp222_n3mssh_lr1e3_lsh0.7,checkpoint,pre-radial era artifact for exp222,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4546, δ1=0.5022"
results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp222_n3mssh_lr1e3_lsh0.7,result,pre-radial era artifact for exp222,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4546, δ1=0.5022"
logs/n3_train/exp222_n3mssh_lr1e3_lsh0.7.log,log,pre-radial era artifact for exp222,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4546, δ1=0.5022"
logs/n3_test/exp222_n3mssh_lr1e3_lsh0.7_test.log,log,pre-radial era artifact for exp222,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0941, AbsRel=0.4546, δ1=0.5022"
logs/summary_train/exp81_featbank_lr1e3_fw0.1_kl0.02.log,log,pre-radial era artifact for exp81,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0943, AbsRel=0.4462, δ1=0.4900"
logs/summary_test/exp81_featbank_lr1e3_fw0.1_kl0.02_test.log,log,pre-radial era artifact for exp81,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0943, AbsRel=0.4462, δ1=0.4900"
logs/summary_train/exp55_foa_lr1e4_bs16_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp55,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0945, AbsRel=0.4656, δ1=0.4919"
logs/summary_test/exp55_foa_lr1e4_bs16_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp55,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0945, AbsRel=0.4656, δ1=0.4919"
logs/summary_train/exp92_channelattn_lr5e4_fw0.2_kl0.005.log,log,pre-radial era artifact for exp92,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0945, AbsRel=0.4561, δ1=0.4948"
logs/summary_test/exp92_channelattn_lr5e4_fw0.2_kl0.005_test.log,log,pre-radial era artifact for exp92,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0945, AbsRel=0.4561, δ1=0.4948"
logs/summary_train/exp113_foa_lr1e3_dw1.0_fw0.05_hw0.05.log,log,pre-radial era artifact for exp113,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0948, AbsRel=0.4440, δ1=0.4862"
logs/summary_test/exp113_foa_lr1e3_dw1.0_fw0.05_hw0.05_test.log,log,pre-radial era artifact for exp113,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0948, AbsRel=0.4440, δ1=0.4862"
logs/summary_train/exp34_channelattn_lr1e3_fw0.2.log,log,pre-radial era artifact for exp34,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0951, AbsRel=0.4631, δ1=0.4890"
logs/summary_test/exp34_channelattn_lr1e3_fw0.2_test.log,log,pre-radial era artifact for exp34,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0951, AbsRel=0.4631, δ1=0.4890"
logs/summary_train/exp119_foa_lr1e3_fw0.1_hw0.2_freeze3.log,log,pre-radial era artifact for exp119,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0952, AbsRel=0.4566, δ1=0.4845"
logs/summary_test/exp119_foa_lr1e3_fw0.1_hw0.2_freeze3_test.log,log,pre-radial era artifact for exp119,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0952, AbsRel=0.4566, δ1=0.4845"
logs/summary_train/exp58_foav2_lr1e4_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0952, AbsRel=0.4824, δ1=0.4854"
logs/summary_train/exp58_resnet_lr5e4_bs32.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0952, AbsRel=0.4824, δ1=0.4854"
logs/summary_test/exp58_foav2_lr1e4_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0952, AbsRel=0.4824, δ1=0.4854"
logs/summary_test/exp58_resnet_lr5e4_bs32_test.log,log,pre-radial era artifact for exp58,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0952, AbsRel=0.4824, δ1=0.4854"
logs/summary_train/exp19_crossattn_lr1e3_fw0.2.log,log,pre-radial era artifact for exp19,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0957, AbsRel=0.4652, δ1=0.4995"
logs/summary_test/exp19_crossattn_lr1e3_fw0.2_test.log,log,pre-radial era artifact for exp19,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0957, AbsRel=0.4652, δ1=0.4995"
logs/summary_train/exp122_echodiff_wav2vec_lr5e4_bs16.log,log,pre-radial era artifact for exp122,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0958, AbsRel=0.4585, δ1=0.4882"
logs/summary_test/exp122_echodiff_wav2vec_lr5e4_bs16_test.log,log,pre-radial era artifact for exp122,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0958, AbsRel=0.4585, δ1=0.4882"
results/echodiffusion_soundspaces_BS16_Lr5e-05_AdamW_exp124_echodiff_wav2vec_lr5e5_bs16,result,pre-radial era artifact for exp124,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0958, AbsRel=0.4901, δ1=0.4721"
logs/summary_train/exp124_echodiff_wav2vec_lr5e5_bs16.log,log,pre-radial era artifact for exp124,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0958, AbsRel=0.4901, δ1=0.4721"
logs/summary_test/exp124_echodiff_wav2vec_lr5e5_bs16_test.log,log,pre-radial era artifact for exp124,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0958, AbsRel=0.4901, δ1=0.4721"
logs/summary_train/exp104_foa_lr5e4_fw0.1_hw0.15.log,log,pre-radial era artifact for exp104,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0964, AbsRel=0.4745, δ1=0.4886"
logs/summary_test/exp104_foa_lr5e4_fw0.1_hw0.15_test.log,log,pre-radial era artifact for exp104,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0964, AbsRel=0.4745, δ1=0.4886"
logs/summary_train/exp62_vit_lr5e5_bs16.log,log,pre-radial era artifact for exp62,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0964, AbsRel=0.4449, δ1=0.4869"
logs/summary_test/exp62_vit_lr5e5_bs16_test.log,log,pre-radial era artifact for exp62,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0964, AbsRel=0.4449, δ1=0.4869"
logs/summary_train/exp47_foa_lr1e3_dw2.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp47,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0968, AbsRel=0.4463, δ1=0.4858"
logs/summary_test/exp47_foa_lr1e3_dw2.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp47,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0968, AbsRel=0.4463, δ1=0.4858"
logs/summary_train/exp45_foa_lr1e3_dw1.0_fw0.2_hw0.2.log,log,pre-radial era artifact for exp45,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0969, AbsRel=0.4955, δ1=0.4913"
logs/summary_test/exp45_foa_lr1e3_dw1.0_fw0.2_hw0.2_test.log,log,pre-radial era artifact for exp45,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0969, AbsRel=0.4955, δ1=0.4913"
checkpoints/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp206_n2_xattn_lr1e3_lsh0.3,checkpoint,pre-radial era artifact for exp206,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4604, δ1=0.4844"
results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp206_n2_xattn_lr1e3_lsh0.3,result,pre-radial era artifact for exp206,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4604, δ1=0.4844"
logs/n2_train/exp206_n2_xattn_lr1e3_lsh0.3.log,log,pre-radial era artifact for exp206,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4604, δ1=0.4844"
logs/n2_test/exp206_n2_xattn_lr1e3_lsh0.3_test.log,log,pre-radial era artifact for exp206,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4604, δ1=0.4844"
logs/summary_train/exp35_channelattn_lr5e4_fw0.2.log,log,pre-radial era artifact for exp35,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4579, δ1=0.4909"
logs/summary_test/exp35_channelattn_lr5e4_fw0.2_test.log,log,pre-radial era artifact for exp35,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4579, δ1=0.4909"
logs/summary_train/exp43_foa_lr1e3_dw1.0_fw0.1_hw0.2.log,log,pre-radial era artifact for exp43,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4660, δ1=0.4930"
logs/summary_test/exp43_foa_lr1e3_dw1.0_fw0.1_hw0.2_test.log,log,pre-radial era artifact for exp43,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0972, AbsRel=0.4660, δ1=0.4930"
logs/summary_train/exp39_foa_lr1e3_bs16_dw1.0_fw0.1_hw0.1.log,log,pre-radial era artifact for exp39,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0973, AbsRel=0.4953, δ1=0.4973"
logs/summary_test/exp39_foa_lr1e3_bs16_dw1.0_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp39,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0973, AbsRel=0.4953, δ1=0.4973"
logs/summary_train/exp88_msattn_lr1e3_fw0.05_kl0.01.log,log,pre-radial era artifact for exp88,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0975, AbsRel=0.4724, δ1=0.4998"
logs/summary_test/exp88_msattn_lr1e3_fw0.05_kl0.01_test.log,log,pre-radial era artifact for exp88,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0975, AbsRel=0.4724, δ1=0.4998"
logs/summary_train/exp30_msattn_lr5e4_fw0.2.log,log,pre-radial era artifact for exp30,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0977, AbsRel=0.4551, δ1=0.4912"
logs/summary_test/exp30_msattn_lr5e4_fw0.2_test.log,log,pre-radial era artifact for exp30,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0977, AbsRel=0.4551, δ1=0.4912"
logs/summary_train/exp46_foa_lr1e3_dw0.5_fw0.1_hw0.1.log,log,pre-radial era artifact for exp46,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0977, AbsRel=0.4663, δ1=0.4937"
logs/summary_test/exp46_foa_lr1e3_dw0.5_fw0.1_hw0.1_test.log,log,pre-radial era artifact for exp46,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0977, AbsRel=0.4663, δ1=0.4937"
logs/summary_train/exp18_crossattn_lr1e4_fw0.1.log,log,pre-radial era artifact for exp18,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0978, AbsRel=0.4856, δ1=0.4905"
logs/summary_test/exp18_crossattn_lr1e4_fw0.1_test.log,log,pre-radial era artifact for exp18,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0978, AbsRel=0.4856, δ1=0.4905"
logs/summary_train/exp76_crossattn_lr1e3_fw0.1_kl0.02.log,log,pre-radial era artifact for exp76,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0981, AbsRel=0.4588, δ1=0.4895"
logs/summary_test/exp76_crossattn_lr1e3_fw0.1_kl0.02_test.log,log,pre-radial era artifact for exp76,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0981, AbsRel=0.4588, δ1=0.4895"
logs/summary_train/exp22_featbank_lr5e4_fw0.1.log,log,pre-radial era artifact for exp22,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0983, AbsRel=0.4702, δ1=0.4944"
logs/summary_test/exp22_featbank_lr5e4_fw0.1_test.log,log,pre-radial era artifact for exp22,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0983, AbsRel=0.4702, δ1=0.4944"
checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp60_resnet_lr3e4_bs32,checkpoint,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0988, AbsRel=0.4700, δ1=0.4906"
checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp60_foav2_lr5e4_dw1.0_fw0.2_hw0.2,checkpoint,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0988, AbsRel=0.4700, δ1=0.4906"
results/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp60_resnet_lr3e4_bs32,result,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0988, AbsRel=0.4700, δ1=0.4906"
results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp60_foav2_lr5e4_dw1.0_fw0.2_hw0.2,result,pre-radial era artifact for exp60,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0988, AbsRel=0.4700, δ1=0.4906"
