run_id,model_name,role,era,config_path,log_path,checkpoint_path,result_path,qualitative_path,git_commit,status,notes
exp84,FOA feature bank,ours,pre-radial,config/foa.yaml,logs/summary_train/exp84_featbank_lr5e4_fw0.1_hw0.2_kl0.01.log;logs/summary_test/exp84_featbank_lr5e4_fw0.1_hw0.2_kl0.01_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1022, AbsRel=0.4747, δ1=0.4869"
exp57,FOA v2,ours,pre-radial,config/foa.yaml,logs/summary_train/exp57_foav2_lr5e4_dw1.0_fw0.1_hw0.1.log;logs/summary_train/exp57_resnet_lr5e5_bs32.log;logs/summary_test/exp57_foav2_lr5e4_dw1.0_fw0.1_hw0.1_test.log;logs/summary_test/exp57_resnet_lr5e5_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1023, AbsRel=0.4821, δ1=0.4922"
exp212,N3 FiLM,ours,pre-radial,,logs/n3_train/exp212_n3film_eattn_lr1e3_lsh0.1.log;logs/n3_test/exp212_n3film_eattn_lr1e3_lsh0.1_test.log,checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp212_n3film_eattn_lr1e3_lsh0.1,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp212_SMOKE;results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp212_n3film_eattn_lr1e3_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1025, AbsRel=0.4307, δ1=0.4828"
exp64,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp64_vit_lr1e4_bs8.log;logs/summary_test/exp64_vit_lr1e4_bs8_test.log,checkpoints/pretrained_vit_soundspaces_BS8_Lr0.0001_AdamW_exp64_vit_lr1e4_bs8,results/pretrained_vit_soundspaces_BS8_Lr0.0001_AdamW_exp64_vit_lr1e4_bs8,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1028, AbsRel=0.4654, δ1=0.4803"
exp21,FOA feature bank,ours,pre-radial,config/foa.yaml,logs/summary_train/exp21_featbank_lr1e3_fw0.1.log;logs/summary_test/exp21_featbank_lr1e3_fw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1032, AbsRel=0.4900, δ1=0.4894"
exp217,N3 multi-scale SH,ours,pre-radial,config/vit.yaml,logs/n3_train/exp217_pvit_mssh_lr1e4_lsh0.1.log;logs/n3_test/exp217_pvit_mssh_lr1e4_lsh0.1_test.log,checkpoints/pretrained_vit_foa_v6_mssh_soundspaces_BS32_Lr0.0001_AdamW_exp217_pvit_mssh_lr1e4_lsh0.1,results/pretrained_vit_foa_v6_mssh_soundspaces_BS32_Lr0.0001_AdamW_exp217_pvit_mssh_lr1e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1035, AbsRel=0.4656, δ1=0.4860"
exp211,N3 energy attention,ours,pre-radial,,,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1036, AbsRel=0.4300, δ1=0.4945"
exp166,N3 FiLM,ours,pre-radial,,logs/summary_train/exp166_n3film_lr1e3_lsh0.1.log;logs/summary_test/exp166_n3film_lr1e3_lsh0.1_test.log,,results/pretrained_vit_foa_v4_soundspaces_BS16_Lr0.0001_AdamW_exp166_pvitfoav4_lr1e4_w0.1;results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp166_n3film_lr1e3_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1045, AbsRel=0.4271, δ1=0.4901"
exp85,FOA feature bank,ours,pre-radial,config/foa.yaml,logs/summary_train/exp85_featbank_lr1e3_fw0.3_kl0.01.log;logs/summary_test/exp85_featbank_lr1e3_fw0.3_kl0.01_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1045, AbsRel=0.4707, δ1=0.4812"
exp112,Original FOA UNet,ours,pre-radial,config/foa.yaml,logs/summary_train/exp112_foa_lr5e4_dw1.0_fw0.1_hw0.1_freeze10.log;logs/summary_test/exp112_foa_lr5e4_dw1.0_fw0.1_hw0.1_freeze10_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1047, AbsRel=0.4440, δ1=0.4944"
exp221,N3 multi-scale SH,ours,pre-radial,,logs/n3_train/exp221_n3mssh_lr1e3_lsh0.5.log;logs/n3_test/exp221_n3mssh_lr1e3_lsh0.5_test.log,checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp221_n3mssh_lr1e3_lsh0.5,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp221_n3mssh_lr1e3_lsh0.5,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1052, AbsRel=0.4351, δ1=0.4941"
exp08,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp08_vit_lr1e4_bs16.log;logs/summary_test/exp08_vit_lr1e4_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1055, AbsRel=0.5163, δ1=0.4805"
exp194,Temporal energy attention/supervision,ours,pre-radial,,logs/n2_train/exp194_n2_tenergy_lr1e3_lsh0.3.log;logs/n2_test/exp194_n2_tenergy_lr1e3_lsh0.3_test.log,,results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp194_n2_tenergy_lr1e3_lsh0.3,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1056, AbsRel=0.4736, δ1=0.4950"
exp26,FOA multi-scale attention,ours,pre-radial,config/foa.yaml,logs/summary_train/exp26_msattn_lr1e3_fw0.1.log;logs/summary_test/exp26_msattn_lr1e3_fw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1056, AbsRel=0.4410, δ1=0.4955"
exp38,Original FOA UNet,ours,pre-radial,config/foa.yaml,logs/summary_train/exp38_foa_lr1e4_dw1.0_fw0.1_hw0.1.log;logs/summary_test/exp38_foa_lr1e4_dw1.0_fw0.1_hw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1058, AbsRel=0.4441, δ1=0.4878"
exp54,Original FOA UNet,ours,pre-radial,config/foa.yaml,logs/summary_train/exp54_foa_lr1e4_dw1.0_fw0.2_hw0.1.log;logs/summary_test/exp54_foa_lr1e4_dw1.0_fw0.2_hw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1059, AbsRel=0.4716, δ1=0.4968"
exp11,EchoDiffusion,comparison_baseline,pre-radial,config/echodiffusion.yaml,logs/summary_train/exp11_echodiff_lr1e4_bs32.log;logs/summary_test/exp11_echodiff_lr1e4_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1060, AbsRel=0.4300, δ1=0.4876"
exp123,EchoDiffusion,comparison_baseline,pre-radial,config/echodiffusion.yaml,logs/summary_train/exp123_echodiff_wav2vec_lr1e4_bs32.log;logs/summary_test/exp123_echodiff_wav2vec_lr1e4_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1062, AbsRel=0.4214, δ1=0.4884"
exp185,UNKNOWN,ours,pre-radial,,logs/summary_train/exp185_v1base_lr5e4_lsh0.1.log;logs/summary_test/exp185_v1base_lr5e4_lsh0.1_test.log,,results/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp185_v1base_lr5e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1068, AbsRel=0.4772, δ1=0.4802"
exp108,Original FOA UNet,ours,pre-radial,config/foa.yaml,logs/summary_train/exp108_foa_lr5e4_dw2.0_fw0.1_hw0.1.log;logs/summary_test/exp108_foa_lr5e4_dw2.0_fw0.1_hw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1069, AbsRel=0.5068, δ1=0.4916"
exp95,FOA channel attention,ours,pre-radial,config/foa.yaml,logs/summary_train/exp95_channelattn_lr1e3_fw0.3_kl0.01.log;logs/summary_test/exp95_channelattn_lr1e3_fw0.3_kl0.01_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1071, AbsRel=0.4590, δ1=0.4904"
exp167,N3 FiLM,ours,pre-radial,,logs/summary_train/exp167_n3film_lr5e4_lsh0.1.log;logs/summary_test/exp167_n3film_lr5e4_lsh0.1_test.log,,results/pretrained_vit_foa_v4_soundspaces_BS16_Lr5e-05_AdamW_exp167_pvitfoav4_lr5e5_w0.3;results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp167_n3film_lr5e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1073, AbsRel=0.4612, δ1=0.4983"
exp33,FOA channel attention,ours,pre-radial,config/foa.yaml,logs/summary_train/exp33_channelattn_lr1e4_fw0.1.log;logs/summary_test/exp33_channelattn_lr1e4_fw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1074, AbsRel=0.4339, δ1=0.4974"
exp04,Baseline UNet,ours,pre-radial,config/baseline.yaml,logs/summary_train/exp04_baseline_lr1e3_bs16.log;logs/summary_test/exp04_baseline_lr1e3_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1076, AbsRel=0.4300, δ1=0.4882"
exp79,FOA cross-attention,ours,pre-radial,config/foa.yaml,logs/summary_train/exp79_crossattn_lr5e4_fw0.1_hw0.2_kl0.01.log;logs/summary_test/exp79_crossattn_lr5e4_fw0.1_hw0.2_kl0.01_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1085, AbsRel=0.4519, δ1=0.4903"
exp93,FOA channel attention,ours,pre-radial,config/foa.yaml,logs/summary_train/exp93_channelattn_lr1e3_fw0.05_kl0.01.log;logs/summary_test/exp93_channelattn_lr1e3_fw0.05_kl0.01_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1097, AbsRel=0.4754, δ1=0.4915"
exp37,Original FOA UNet,ours,pre-radial,config/foa.yaml,logs/summary_train/exp37_foa_lr5e4_dw1.0_fw0.1_hw0.1.log;logs/summary_test/exp37_foa_lr5e4_dw1.0_fw0.1_hw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1102, AbsRel=0.4520, δ1=0.4753"
exp171,N3 multi-scale SH,ours,pre-radial,,logs/summary_train/exp171_n3mssh_lr1e3_lsh0.3.log;logs/summary_test/exp171_n3mssh_lr1e3_lsh0.3_test.log,,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp171_n3mssh_lr1e3_lsh0.3,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1104, AbsRel=0.4218, δ1=0.4823"
exp101,Original FOA UNet,ours,pre-radial,config/foa.yaml,logs/summary_train/exp101_foa_lr1e3_fw0.1_hw0.15.log;logs/summary_test/exp101_foa_lr1e3_fw0.1_hw0.15_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1116, AbsRel=0.4414, δ1=0.4831"
exp193,Temporal energy attention/supervision,ours,pre-radial,,logs/n2_train/exp193_n2_tenergy_lr5e4_lsh0.1.log;logs/n2_test/exp193_n2_tenergy_lr5e4_lsh0.1_test.log,,results/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp193_n2_tenergy_lr5e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1121, AbsRel=0.4475, δ1=0.4923"
exp31,FOA channel attention,ours,pre-radial,config/foa.yaml,logs/summary_train/exp31_channelattn_lr1e3_fw0.1.log;logs/summary_test/exp31_channelattn_lr1e3_fw0.1_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1121, AbsRel=0.4547, δ1=0.4804"
exp13,EchoDiffusion,comparison_baseline,pre-radial,config/echodiffusion.yaml,logs/summary_train/exp13_echodiff_lr1e4_bs16.log;logs/summary_test/exp13_echodiff_lr1e4_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1134, AbsRel=0.4504, δ1=0.4930"
exp191,Temporal RMS auxiliary,ours,pre-radial,,logs/n2_train/exp191_n2_trms_lr5e4_lsh0.1.log;logs/n2_test/exp191_n2_trms_lr5e4_lsh0.1_test.log,,results/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp191_n2_trms_lr5e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1136, AbsRel=0.4408, δ1=0.4984"
exp165,Pretrained ViT + FOA aux,pretrained_backbone,pre-radial,config/foa.yaml,,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1140, AbsRel=0.4369, δ1=0.4896"
exp168,N3 FiLM,ours,pre-radial,,logs/summary_train/exp168_n3film_lr1e3_lsh0.3.log;logs/summary_test/exp168_n3film_lr1e3_lsh0.3_test.log,,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp168_n3film_lr1e3_lsh0.3,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1142, AbsRel=0.4434, δ1=0.4846"
exp66,Echo-Net,comparison_baseline,pre-radial,config/echonet.yaml,logs/summary_test/exp66_echonet_lr1e3_bs8_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1156, AbsRel=0.4550, δ1=0.4778"
exp223,N3 multi-scale SH,ours,pre-radial,,logs/n3_train/exp223_n3mssh_lr1e3_lsh0.2.log;logs/n3_test/exp223_n3mssh_lr1e3_lsh0.2_test.log,checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp223_n3mssh_lr1e3_lsh0.2,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp223_n3mssh_lr1e3_lsh0.2,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1161, AbsRel=0.4171, δ1=0.4904"
exp63,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp63_vit_lr5e4_bs16.log;logs/summary_test/exp63_vit_lr5e4_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1168, AbsRel=0.4578, δ1=0.4733"
exp10,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp10_vit_lr1e5_bs32.log;logs/summary_test/exp10_vit_lr1e5_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1170, AbsRel=0.4720, δ1=0.4812"
exp07,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp07_vit_lr5e5_bs32.log;logs/summary_test/exp07_vit_lr5e5_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1174, AbsRel=0.4755, δ1=0.4731"
exp12,EchoDiffusion,comparison_baseline,pre-radial,config/echodiffusion.yaml,logs/summary_train/exp12_echodiff_lr5e5_bs32.log;logs/summary_test/exp12_echodiff_lr5e5_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1208, AbsRel=0.4914, δ1=0.4816"
exp190,Temporal RMS auxiliary,ours,pre-radial,,logs/n2_train/exp190_n2_trms_lr1e3_lsh0.1.log;logs/n2_test/exp190_n2_trms_lr1e3_lsh0.1_test.log,,results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp190_n2_trms_lr1e3_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1231, AbsRel=0.4370, δ1=0.4868"
exp06,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp06_vit_lr1e4_bs32.log;logs/summary_test/exp06_vit_lr1e4_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1265, AbsRel=0.4770, δ1=0.4705"
exp220,ViT from scratch,ours,pre-radial,config/vit.yaml,,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1287, AbsRel=0.4631, δ1=0.4683"
exp15,EchoDiffusion,comparison_baseline,pre-radial,config/echodiffusion.yaml,logs/summary_train/exp15_echodiff_lr1e5_bs32.log;logs/summary_test/exp15_echodiff_lr1e5_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1300, AbsRel=0.4708, δ1=0.4728"
exp70,Echo-Net,comparison_baseline,pre-radial,config/echonet.yaml,logs/summary_train/exp70_echonet_lr2e3_bs16.log;logs/summary_test/exp70_echonet_lr2e3_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1398, AbsRel=0.4782, δ1=0.4343"
exp177,UNKNOWN,ours,pre-radial,,logs/summary_train/exp177_n3twin_lr1e3_lsh0.3.log;logs/summary_test/exp177_n3twin_lr1e3_lsh0.3_test.log,,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp177_n3twin_lr1e3_lsh0.3,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1442, AbsRel=0.5449, δ1=0.4529"
exp69,Echo-Net,comparison_baseline,pre-radial,config/echonet.yaml,logs/summary_test/exp69_echonet_lr1e3_bs16_test.log,checkpoints/echonet_soundspaces_BS16_Lr0.001_AdamW_exp69_echonet_lr1e3_bs16,results/echonet_soundspaces_BS16_Lr0.001_AdamW_exp69_echonet_lr1e3_bs16,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1852, AbsRel=0.5718, δ1=0.4039"
exp09,ViT from scratch,ours,pre-radial,config/vit.yaml,logs/summary_train/exp09_vit_lr5e4_bs32.log;logs/summary_test/exp09_vit_lr5e4_bs32_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.1985, AbsRel=0.5593, δ1=0.4443"
exp176,UNKNOWN,ours,pre-radial,,logs/summary_train/exp176_n3twin_lr5e4_lsh0.1.log;logs/summary_test/exp176_n3twin_lr5e4_lsh0.1_test.log,,results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp176_n3twin_lr5e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2022, AbsRel=0.5430, δ1=0.4583"
exp163,Pretrained ViT + FOA aux,pretrained_backbone,pre-radial,config/foa.yaml,,,results/pretrained_vit_foa_soundspaces_BS16_Lr5e-05_AdamW_exp163_pvitfoa_lr5e5_lsh0.5,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2099, AbsRel=0.5089, δ1=0.4388"
exp175,UNKNOWN,ours,pre-radial,,logs/summary_train/exp175_n3twin_lr1e3_lsh0.1.log;logs/summary_test/exp175_n3twin_lr1e3_lsh0.1_test.log,,results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp175_n3twin_lr1e3_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2325, AbsRel=0.5477, δ1=0.4514"
exp182,FOA oracle nc1,ablation,pre-radial,config/foa.yaml,logs/summary_train/exp182_oracle_nc1_lr5e4_lsh0.1.log;logs/summary_test/exp182_oracle_nc1_lr5e4_lsh0.1_test.log,,results/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp182_oracle_nc1_lr5e4_lsh0.1;results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp182_oracle_nc1_lr5e4_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2396, AbsRel=0.5352, δ1=0.4173"
exp183,FOA oracle nc1,ablation,pre-radial,config/foa.yaml,logs/summary_train/exp183_oracle_nc1_lr1e3_lsh0.3.log;logs/summary_test/exp183_oracle_nc1_lr1e3_lsh0.3_test.log,,results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp183_oracle_nc1_lr1e3_lsh0.3,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2596, AbsRel=0.5500, δ1=0.4152"
exp181,FOA oracle nc1,ablation,pre-radial,config/foa.yaml,logs/summary_train/exp181_oracle_nc1_lr1e3_lsh0.1.log;logs/summary_test/exp181_oracle_nc1_lr1e3_lsh0.1_test.log,,results/unet_256_soundspaces_BS128_Lr0.001_AdamW_exp181_oracle_nc1_lr1e3_lsh0.1;results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp181_oracle_nc1_lr1e3_lsh0.1,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2620, AbsRel=0.5152, δ1=0.4103"
exp68,Echo-Net,comparison_baseline,pre-radial,config/echonet.yaml,logs/summary_test/exp68_echonet_lr1e4_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.5988, AbsRel=0.6347, δ1=0.1621"
exp67,Echo-Net,comparison_baseline,pre-radial,config/echonet.yaml,logs/summary_test/exp67_echonet_lr5e4_bs16_test.log,,,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.7018, AbsRel=1.0335, δ1=0.2152"
exp350,unet_baseline,ours,pre-radial,config/baseline.yaml,logs/n3_revisit_train/exp350_baseline_lr5e4_bs16.log;logs/n2_revisit_test/exp350_baseline_lr1e3_bs32_test.log,checkpoints/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp350_baseline_lr5e4_bs16;checkpoints/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp350_baseline_lr1e3_bs16;checkpoints/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp350_baseline_lr1e3_bs32,results/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp350_baseline_lr5e4_bs16;results/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp350_baseline_lr1e3_bs16;results/unet_256_soundspaces_BS32_Lr0.001_AdamW_exp350_baseline_lr1e3_bs32,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2337, AbsRel=0.4486, δ1=0.4952, δ2=0.7116, δ3=0.8329, Log10=0.1554, MAE=0.7857"
exp351,unet_baseline,ours,pre-radial,config/baseline.yaml,logs/n3_revisit_train/exp351_foav2_lr5e4_dw1.0_fw0.2_hw0.2.log;logs/n3_revisit_train/exp351_resnet_lr3e4_bs32.log;logs/n2_revisit_test/exp351_baseline_lr5e4_bs32_test.log,checkpoints/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs16;checkpoints/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp351_baseline_lr1e3_bs16;checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs32;checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_foav2_lr5e4_dw1.0_fw0.2_hw0.2,results/unet_256_soundspaces_BS16_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs16;results/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp351_baseline_lr1e3_bs16;results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_baseline_lr5e4_bs32;results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp351_foav2_lr5e4_dw1.0_fw0.2_hw0.2,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2386, AbsRel=0.4573, δ1=0.4992, δ2=0.7108, δ3=0.8310, Log10=0.1577, MAE=0.7940"
exp352,unet_baseline,ours,pre-radial,config/baseline.yaml,logs/n3_revisit_train/exp352_resnet_lr3e4_bs32.log;logs/n3_revisit_train/exp352_vit_lr1e4_bs8.log;logs/n2_revisit_test/exp352_baseline_lr1e4_bs32_test.log,checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp352_resnet_lr3e4_bs32;checkpoints/unet_256_soundspaces_BS16_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs16;checkpoints/unet_256_soundspaces_BS32_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs32,results/pretrained_resnet_soundspaces_BS32_Lr0.0003_AdamW_exp352_resnet_lr3e4_bs32;results/unet_256_soundspaces_BS16_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs16;results/unet_256_soundspaces_BS32_Lr0.0001_AdamW_exp352_baseline_lr1e4_bs32,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2326, AbsRel=0.4703, δ1=0.4992, δ2=0.7099, δ3=0.8276, Log10=0.1577, MAE=0.7894"
exp353,unet_baseline,ours,pre-radial,config/baseline.yaml,logs/n3_revisit_train/exp353_vit_lr1e4_bs8.log;logs/n3_revisit_train/exp353_echonet_lr1e3_bs16.log;logs/n2_revisit_test/exp353_baseline_lr1e3_bs16_test.log,checkpoints/pretrained_vit_soundspaces_BS8_Lr0.0001_AdamW_exp353_vit_lr1e4_bs8;checkpoints/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp353_baseline_lr1e3_bs16;checkpoints/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp353_baseline_lr5e4_bs32;checkpoints/unet_256_soundspaces_BS8_Lr0.001_AdamW_exp353_baseline_lr1e3_bs8,results/pretrained_vit_soundspaces_BS8_Lr0.0001_AdamW_exp353_vit_lr1e4_bs8;results/unet_256_soundspaces_BS16_Lr0.001_AdamW_exp353_baseline_lr1e3_bs16;results/unet_256_soundspaces_BS32_Lr0.0005_AdamW_exp353_baseline_lr5e4_bs32;results/unet_256_soundspaces_BS8_Lr0.001_AdamW_exp353_baseline_lr1e3_bs8,,97b6668,delete_candidate,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2319, AbsRel=0.4666, δ1=0.4972, δ2=0.7103, δ3=0.8301, Log10=0.1563, MAE=0.7873"
